May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/lock
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-05-14T09:00:30,696 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-05-14T09:01:04,511 | INFO  | paxweb-config-1-thread-1 | HttpServiceFactoryImpl           | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.karaf.http.core [145]] to http service
2020-05-14T09:01:04,549 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-core/2.10.1
2020-05-14T09:01:04,552 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-annotations/2.10.1
2020-05-14T09:01:04,555 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-databind/2.10.1
2020-05-14T09:01:04,558 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.yaml.snakeyaml/1.25.0
2020-05-14T09:01:04,592 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.dataformat.jackson-dataformat-yaml/2.10.1
2020-05-14T09:01:04,598 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.jaxrs.jackson-jaxrs-base/2.10.1
2020-05-14T09:01:04,600 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.jaxrs.jackson-jaxrs-json-provider/2.10.1
2020-05-14T09:01:04,607 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.commons.lang3/3.9.0
2020-05-14T09:01:04,629 | INFO  | activator-1-thread-2 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.http.core/4.2.8
2020-05-14T09:01:04,637 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-policy/3.3.5
2020-05-14T09:01:04,645 | INFO  | activator-1-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.shell.ssh/4.2.8
2020-05-14T09:01:04,697 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-management/3.3.5
2020-05-14T09:01:04,700 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-security/3.3.5
2020-05-14T09:01:04,703 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   net.sf.ehcache/2.10.6
2020-05-14T09:01:04,842 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-wsdl/3.3.5
2020-05-14T09:01:04,844 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-soap/3.3.5
2020-05-14T09:01:04,867 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-databinding-jaxb/3.3.5
2020-05-14T09:01:04,871 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-simple/3.3.5
2020-05-14T09:01:04,878 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-http/3.3.5
2020-05-14T09:01:04,903 | INFO  | features-3-thread-1 | HttpServiceFactoryImpl           | 226 - org.ops4j.pax.web.pax-web-runtime - 7.2.14 | Binding bundle: [org.apache.cxf.cxf-rt-transports-http [126]] to http service
2020-05-14T09:01:04,979 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-jaxws/3.3.5
2020-05-14T09:01:04,981 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletExporter                  | 126 - org.apache.cxf.cxf-rt-transports-http - 3.3.5 | Registering new instance of "/cxf" servlet
2020-05-14T09:01:04,996 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-security-saml/3.3.5
2020-05-14T09:01:05,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-addr/3.3.5
2020-05-14T09:01:05,034 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-mex/3.3.5
2020-05-14T09:01:05,038 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-security/3.3.5
2020-05-14T09:01:05,041 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-ws-rm/3.3.5
2020-05-14T09:01:05,052 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-udp/3.3.5
2020-05-14T09:01:05,056 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | will add org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer to ServletContainerInitializers
2020-05-14T09:01:05,061 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | added ServletContainerInitializer: org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer
2020-05-14T09:01:05,064 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-clustering/3.3.5
2020-05-14T09:01:05,066 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.apache.cxf.osgi]) | ServletContainerInitializerScanner | 224 - org.ops4j.pax.web.pax-web-api - 7.2.14 | will add org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer to ServletContainerInitializers
2020-05-14T09:01:05,096 | INFO  | features-3-thread-1 | BlueprintContainerImpl           | 80 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.apache.cxf.cxf-rt-features-clustering/3.3.5 has been started
2020-05-14T09:01:05,111 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-databinding-aegis/3.3.5
2020-05-14T09:01:05,114 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-http-jetty/3.3.5
2020-05-14T09:01:05,229 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-corba/3.3.5
2020-05-14T09:01:05,232 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-jaxrs/3.3.5
2020-05-14T09:01:05,250 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-client/3.3.5
2020-05-14T09:01:05,260 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.servicemix.bundles.rhino/1.0.0.7R2_3
2020-05-14T09:01:05,265 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-frontend-js/3.3.5
2020-05-14T09:01:05,268 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-extension-search/3.3.5
2020-05-14T09:01:05,272 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-json-basic/3.3.5
2020-05-14T09:01:05,275 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-extension-providers/3.3.5
2020-05-14T09:01:05,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-rs-service-description/3.3.5
2020-05-14T09:01:05,288 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-jms/3.3.5
2020-05-14T09:01:05,291 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-coloc/3.3.5
2020-05-14T09:01:05,299 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.xjc-utils.cxf-xjc-runtime/3.3.1
2020-05-14T09:01:05,302 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-transports-local/3.3.5
2020-05-14T09:01:05,305 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.karaf.cxf-karaf-commands/3.3.5
2020-05-14T09:01:05,331 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.cxf.karaf.cxf-karaf-commands/3.3.5
2020-05-14T09:01:05,343 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-javascript/3.3.5
2020-05-14T09:01:05,351 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-metrics/3.3.5
2020-05-14T09:01:05,359 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-logging/3.3.5
2020-05-14T09:01:05,397 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-features-throttling/3.3.5
2020-05-14T09:01:05,406 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-core/3.3.5
2020-05-14T09:01:05,463 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-corba (104) [org.apache.cxf.binding.corba.CorbaBindingFactory, org.apache.cxf.binding.corba.wsdl.WSDLExtensionRegister]
2020-05-14T09:01:05,514 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-soap (105) [org.apache.cxf.binding.soap.SoapBindingFactory, org.apache.cxf.binding.soap.SoapTransportFactory]
2020-05-14T09:01:05,515 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-bindings-xml (106) [org.apache.cxf.binding.xml.XMLBindingFactory, org.apache.cxf.binding.xml.wsdl11.XMLWSDLExtensionLoader]
2020-05-14T09:01:05,516 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-features-logging (110) [org.apache.cxf.ext.logging.LoggingFactoryBeanListener, org.apache.cxf.ext.logging.OldLoggingFactoryBeanListener, org.apache.cxf.ext.logging.LoggingBusLifecycleListener]
2020-05-14T09:01:05,517 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-features-metrics (111) [org.apache.cxf.metrics.MetricsProvider]
2020-05-14T09:01:05,519 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-frontend-jaxrs (113) [org.apache.cxf.jaxrs.JAXRSBindingFactory]
2020-05-14T09:01:05,520 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-frontend-jaxws (114) [org.apache.cxf.jaxws.context.WebServiceContextResourceResolver]
2020-05-14T09:01:05,521 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-javascript (117) [org.apache.cxf.javascript.JavascriptServerListener]
2020-05-14T09:01:05,523 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-management (118) [org.apache.cxf.management.InstrumentationManager]
2020-05-14T09:01:05,524 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-rs-service-description (123) [org.apache.cxf.jaxrs.model.wadl.WadlGenerator]
2020-05-14T09:01:05,525 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-http (126) [org.apache.cxf.transport.http.HTTPTransportFactory, org.apache.cxf.transport.http.HTTPWSDLExtensionLoader, org.apache.cxf.transport.http.policy.HTTPClientAssertionBuilder, org.apache.cxf.transport.http.policy.HTTPServerAssertionBuilder, org.apache.cxf.transport.http.policy.NoOpPolicyInterceptorProvider]
2020-05-14T09:01:05,526 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-http-jetty (127) [org.apache.cxf.transport.http_jetty.JettyDestinationFactory, org.apache.cxf.transport.http_jetty.JettyHTTPServerEngineFactory, org.apache.cxf.transport.http.ContinuationProviderFactory]
2020-05-14T09:01:05,527 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-jms (128) [org.apache.cxf.transport.jms.JMSTransportFactory, org.apache.cxf.transport.jms.wsdl11.JMSWSDLExtensionLoader]
2020-05-14T09:01:05,528 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-local (129) [org.apache.cxf.transport.local.LocalTransportFactory]
2020-05-14T09:01:05,530 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-transports-udp (130) [org.apache.cxf.transport.udp.UDPTransportFactory]
2020-05-14T09:01:05,531 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-addr (131) [org.apache.cxf.ws.addressing.policy.AddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.UsingAddressingAssertionBuilder, org.apache.cxf.ws.addressing.policy.AddressingPolicyInterceptorProvider, org.apache.cxf.ws.addressing.impl.AddressingWSDLExtensionLoader, org.apache.cxf.ws.addressing.WSAddressingFeature$WSAddressingFeatureApplier, org.apache.cxf.ws.addressing.MAPAggregator$MAPAggregatorLoader]
2020-05-14T09:01:05,532 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-mex (132) [org.apache.cxf.ws.mex.MEXServerListener]
2020-05-14T09:01:05,533 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-policy (133) [org.apache.cxf.ws.policy.PolicyEngine, org.apache.cxf.policy.PolicyDataEngine, org.apache.cxf.ws.policy.AssertionBuilderRegistry, org.apache.cxf.ws.policy.PolicyInterceptorProviderRegistry, org.apache.cxf.ws.policy.PolicyBuilder, org.apache.cxf.ws.policy.PolicyAnnotationListener, org.apache.cxf.ws.policy.attachment.ServiceModelPolicyProvider, org.apache.cxf.ws.policy.attachment.external.DomainExpressionBuilderRegistry, org.apache.cxf.ws.policy.attachment.external.EndpointReferenceDomainExpressionBuilder, org.apache.cxf.ws.policy.attachment.external.URIDomainExpressionBuilder, org.apache.cxf.ws.policy.attachment.wsdl11.Wsdl11AttachmentPolicyProvider, org.apache.cxf.ws.policy.mtom.MTOMAssertionBuilder, org.apache.cxf.ws.policy.mtom.MTOMPolicyInterceptorProvider]
2020-05-14T09:01:05,535 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-rm (134) [org.apache.cxf.ws.rm.RMManager, org.apache.cxf.ws.rm.policy.RMPolicyInterceptorProvider, org.apache.cxf.ws.rm.policy.RM10AssertionBuilder, org.apache.cxf.ws.rm.policy.RM12AssertionBuilder, org.apache.cxf.ws.rm.policy.WSRMP12PolicyLoader, org.apache.cxf.ws.rm.policy.MC11PolicyLoader, org.apache.cxf.ws.rm.policy.RSPPolicyLoader]
2020-05-14T09:01:05,536 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-ws-security (135) [org.apache.cxf.ws.security.policy.WSSecurityPolicyLoader, org.apache.cxf.ws.security.cache.CacheCleanupListener]
2020-05-14T09:01:05,539 | INFO  | features-3-thread-1 | CXFActivator                     | 102 - org.apache.cxf.cxf-core - 3.3.5 | Adding the extensions from bundle org.apache.cxf.cxf-rt-wsdl (136) [org.apache.cxf.wsdl.WSDLManager]
2020-05-14T09:01:05,574 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.cxf.cxf-rt-bindings-xml/3.3.5
2020-05-14T09:01:05,590 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   javax.el-api/3.0.0
2020-05-14T09:01:05,593 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.servicemix.bundles.javax-inject/1.0.0.2
2020-05-14T09:01:05,597 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   javax.interceptor-api/1.2.0
2020-05-14T09:01:05,599 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   javax.enterprise.cdi-api/1.2.0
